customer_id,account_open_date,credit_score,annual_income,product_type,state,is_delinquent
CUST00421,2020-01-12,663.0,63922.53,Credit Card,IA,0
CUST00422,2023-01-18,525.0,95987.89,Auto Loan,IA,0
CUST00423,2019-11-28,764.0,69119.13,Mortgage,TX,0
CUST00424,2018-12-02,808.0,50201.22,Mortgage,TX,0
CUST00425,2018-09-04,676.0,71097.09,Credit Card,NY,0
CUST00426,2019-10-22,521.0,81191.28,Mortgage,NY,0
CUST00427,2021-10-04,618.0,65786.8,Auto Loan,CA,0
CUST00428,2018-10-04,555.0,75736.84,Student Loan,IA,0
CUST00429,2022-10-13,789.0,53523.15,Student Loan,NY,0
CUST00430,2019-10-25,780.0,18054.55,Credit Card,NY,0
CUST00431,2019-11-19,633.0,84800.52,Mortgage,IA,0
CUST00432,2021-12-22,631.0,80381.51,Credit Card,MI,0
CUST00433,2023-03-05,795.0,68259.92,Mortgage,IA,0
CUST00434,2020-08-11,531.0,66505.03,Student Loan,TX,0
CUST00435,2022-10-12,774.0,87798.51,Student Loan,IA,0
CUST00436,2019-10-30,836.0,54943.65,Student Loan,CA,0
CUST00437,2018-10-10,656.0,49456.25,Auto Loan,NY,0
CUST00438,2022-12-20,764.0,60851.9,Auto Loan,TX,0
CUST00439,2022-08-07,,91160.14,Student Loan,MI,0
CUST00440,2022-07-03,813.0,34483.52,Student Loan,NY,0
CUST00441,2023-04-17,512.0,91220.26,Student Loan,NY,0
CUST00442,2020-12-27,746.0,50936.44,Credit Card,IA,0
CUST00443,2019-03-09,636.0,40783.64,Auto Loan,TX,0
CUST00444,2021-07-05,800.0,92721.36,Student Loan,IA,0
CUST00445,2021-06-10,801.0,,Auto Loan,IA,0
CUST00446,2020-04-25,600.0,36394.84,Student Loan,IA,0
CUST00447,2021-10-30,702.0,57107.87,Credit Card,CA,0
CUST00448,2019-07-31,672.0,85483.15,Credit Card,CA,0
CUST00449,2021-08-27,695.0,91225.63,Student Loan,TX,0
CUST00450,2022-10-05,791.0,55603.83,Auto Loan,IA,0
CUST00451,2018-07-30,732.0,73939.06,Credit Card,TX,0
CUST00452,2020-09-20,764.0,80709.86,Auto Loan,NY,0
CUST00453,2021-12-19,737.0,50818.22,Credit Card,CA,0
CUST00454,2018-04-23,587.0,72810.79,Student Loan,IA,0
CUST00455,2021-10-15,704.0,64298.69,Student Loan,MI,0
CUST00456,2023-06-22,632.0,53207.46,Credit Card,IA,0
CUST00457,2022-12-10,647.0,54172.75,Mortgage,NY,0
CUST00458,2022-02-10,539.0,66474.76,Auto Loan,NY,0
CUST00459,2022-10-26,564.0,65656.78,Mortgage,MI,0
CUST00460,2020-03-03,620.0,52559.22,Mortgage,TX,0
CUST00461,2019-12-18,602.0,,Mortgage,NY,0
CUST00462,2018-07-03,722.0,89493.42,Credit Card,CA,1
CUST00463,2022-05-01,602.0,69704.2,Credit Card,CA,0
CUST00464,2019-11-20,586.0,84472.08,Student Loan,MI,0
CUST00465,2023-03-15,650.0,91440.09,Credit Card,CA,0
CUST00466,2020-10-17,698.0,77954.53,Mortgage,IA,0
CUST00467,2023-05-10,849.0,114959.5,Auto Loan,IA,0
CUST00468,2018-10-30,678.0,46843.31,Auto Loan,TX,0
CUST00469,2018-12-20,623.0,82785.01,Credit Card,CA,0
CUST00470,2020-01-30,612.0,58000.83,Credit Card,TX,1
CUST00471,2018-02-28,656.0,105827.23,Mortgage,IA,0
CUST00472,2020-12-13,824.0,102409.68,Credit Card,TX,0
CUST00473,2021-11-26,630.0,22007.35,Mortgage,NY,0
CUST00474,2021-12-19,586.0,43684.94,Student Loan,IA,0
CUST00475,2019-04-16,703.0,79614.88,Mortgage,TX,0
CUST00476,2018-12-26,770.0,82377.08,Student Loan,MI,0
CUST00477,2021-05-19,831.0,81204.41,Mortgage,CA,0
CUST00478,2021-10-18,598.0,63440.96,Mortgage,CA,0
CUST00479,2023-09-01,811.0,75012.66,Credit Card,IA,0
CUST00480,2023-05-16,799.0,79366.47,Mortgage,IA,1
CUST00481,2020-04-10,631.0,63286.83,Credit Card,NY,0
CUST00482,2018-12-21,617.0,87600.64,Credit Card,IA,0
CUST00483,2019-07-08,593.0,15291.06,Student Loan,NY,0
CUST00484,2023-04-15,611.0,78943.46,Student Loan,CA,0
CUST00485,2020-09-26,809.0,42250.84,Credit Card,NY,0
CUST00486,2023-12-15,608.0,86090.91,Student Loan,MI,0
CUST00487,2021-12-10,672.0,59968.94,Mortgage,TX,0
CUST00488,2021-07-27,827.0,45446.68,Mortgage,TX,0
CUST00489,2018-08-10,739.0,73225.85,Credit Card,TX,0
CUST00490,2021-07-17,545.0,44950.66,Student Loan,CA,0
CUST00491,2020-04-13,525.0,44919.11,Student Loan,CA,0
CUST00492,2023-01-22,578.0,30519.52,Student Loan,NY,0
CUST00493,2018-10-20,803.0,64412.43,Credit Card,CA,1
CUST00494,2019-02-25,579.0,75930.12,Mortgage,MI,0
CUST00495,2021-12-21,609.0,87506.57,Auto Loan,NY,0
CUST00496,2022-01-29,689.0,61881.99,Auto Loan,MI,0
CUST00497,2022-12-24,673.0,88052.81,Mortgage,MI,0
CUST00498,2021-02-22,526.0,65395.14,Mortgage,TX,0
CUST00499,2020-04-05,569.0,62947.65,Mortgage,NY,0
