account_id,month,delinquency_bucket,balance
ACCT01765,3,Current,10165.06
ACCT01766,3,Current,6940.58
ACCT01767,3,Current,5014.0
ACCT01768,3,Current,9456.52
ACCT01769,3,Current,9531.87
ACCT01770,3,Current,13978.09
ACCT01771,3,Current,12956.54
ACCT01772,3,Current,10301.87
ACCT01773,3,Current,10896.51
ACCT01774,3,Current,10072.76
ACCT01775,3,Current,5491.82
ACCT01776,3,Current,8611.78
ACCT01777,3,Current,1211.38
ACCT01778,3,Current,9973.4
ACCT01779,3,Current,12681.42
ACCT01780,3,Current,1168.05
ACCT01781,3,Current,11354.06
ACCT01782,3,Current,10790.58
ACCT01783,3,Current,3220.01
ACCT01784,3,Current,6916.06
ACCT01785,3,Current,12450.83
ACCT01786,3,Current,11394.45
ACCT01787,3,30DPD,2092.54
ACCT01788,3,Current,4662.15
ACCT01789,3,Current,8560.39
ACCT01790,3,Current,3042.55
ACCT01791,3,Current,4668.55
ACCT01792,3,Current,497.79
ACCT01793,3,Current,2311.23
ACCT01794,3,30DPD,7534.11
ACCT01795,3,Current,9165.28
ACCT01796,3,Current,9328.69
ACCT01797,3,Current,9850.12
ACCT01798,3,Current,6066.15
ACCT01799,3,Current,4241.06
ACCT01800,3,Current,463.48
ACCT01801,3,Current,2931.52
ACCT01802,3,Current,4465.05
ACCT01803,3,Current,2866.34
ACCT01804,3,Current,367.35
ACCT01805,3,Current,2035.26
ACCT01806,3,Current,9738.22
ACCT01807,3,Current,9671.7
ACCT01808,3,Current,13240.82
ACCT01809,3,Current,11795.71
ACCT01810,3,Current,7444.22
ACCT01811,3,Current,2231.35
ACCT01812,3,Current,7833.28
ACCT01813,3,Current,1001.46
ACCT01814,3,Current,6290.01
ACCT01815,3,Current,5742.68
ACCT01816,3,Current,6091.41
ACCT01817,3,30DPD,4163.06
ACCT01818,3,Current,11052.38
ACCT01819,3,Current,10240.49
ACCT01820,3,Current,10491.8
ACCT01821,3,Current,8918.75
ACCT01822,3,Current,7151.41
ACCT01823,3,Current,678.85
ACCT01824,3,30DPD,9837.66
ACCT01825,3,Current,8516.48
ACCT01826,3,Current,3850.82
ACCT01827,3,Current,4357.83
ACCT01828,3,Current,11477.87
ACCT01829,3,60DPD,8916.7
ACCT01830,3,Current,7541.92
ACCT01831,3,ChargeOff,9299.43
ACCT01832,3,Current,5453.91
ACCT01833,3,Current,5430.05
ACCT01834,3,Current,4195.73
ACCT01835,3,Current,6105.46
ACCT01836,3,Current,9670.25
ACCT01837,3,Current,741.03
ACCT01838,3,Current,9354.8
ACCT01839,3,Current,3561.38
ACCT01840,3,Current,10696.29
ACCT01841,3,Current,7560.18
ACCT01842,3,Current,7856.3
ACCT01843,3,Current,7845.56
ACCT01844,3,Current,13812.99
ACCT01845,3,Current,7457.02
ACCT01846,3,Current,10170.91
ACCT01847,3,Current,9703.05
ACCT01848,3,Current,3120.54
ACCT01849,3,Current,3728.94
ACCT01850,3,Current,6072.97
ACCT01851,3,90DPD,3471.04
ACCT01852,3,Current,5474.84
ACCT01853,3,Current,5630.83
ACCT01854,3,Current,9077.99
ACCT01855,3,ChargeOff,3454.37
ACCT01856,3,Current,12033.19
ACCT01857,3,Current,6306.59
ACCT01858,3,Current,9400.35
ACCT01859,3,30DPD,1328.41
ACCT01860,3,Current,6161.01
ACCT01861,3,ChargeOff,617.65
ACCT01862,3,ChargeOff,10203.47
ACCT01863,3,Current,4761.09
ACCT01864,3,Current,11762.72
ACCT01865,3,Current,4265.54
ACCT01866,3,90DPD,7174.09
ACCT01867,3,Current,3156.56
ACCT01868,3,Current,8259.05
ACCT01869,3,Current,5849.25
ACCT01870,3,30DPD,5060.47
ACCT01871,3,Current,2705.54
ACCT01872,3,ChargeOff,1850.52
ACCT01873,3,ChargeOff,1985.8
ACCT01874,3,Current,13315.75
ACCT01875,3,Current,5095.93
ACCT01876,3,Current,217.93
ACCT01877,3,Current,12672.18
ACCT01878,3,Current,431.44
ACCT01879,3,Current,5407.01
ACCT01880,3,30DPD,9558.43
ACCT01881,3,Current,11548.54
ACCT01882,3,Current,9688.06
ACCT01883,3,30DPD,6745.94
ACCT01884,3,Current,11685.81
ACCT01885,3,Current,704.3
ACCT01886,3,Current,12368.8
ACCT01887,3,Current,10662.54
ACCT01888,3,Current,11969.02
ACCT01889,3,Current,4083.68
ACCT01890,3,Current,2262.3
ACCT01891,3,Current,9099.58
ACCT01892,3,Current,7069.05
ACCT01893,3,Current,6269.26
ACCT01894,3,Current,13508.28
ACCT01895,3,Current,9119.28
ACCT01896,3,Current,3998.35
ACCT01897,3,Current,5123.19
ACCT01898,3,Current,2301.2
ACCT01899,3,Current,2517.49
ACCT01900,3,Current,1906.95
ACCT01901,3,30DPD,9804.91
ACCT01902,3,30DPD,10176.65
ACCT01903,3,Current,6007.88
ACCT01904,3,Current,5619.21
ACCT01905,3,Current,9348.79
ACCT01906,3,Current,12804.1
ACCT01907,3,Current,13690.34
ACCT01908,3,Current,7670.73
ACCT01909,3,Current,11194.62
ACCT01910,3,Current,7471.74
ACCT01911,3,Current,7111.32
ACCT01912,3,Current,12246.9
ACCT01913,3,Current,5244.26
ACCT01914,3,Current,5129.45
ACCT01915,3,Current,4285.36
ACCT01916,3,Current,8252.7
ACCT01917,3,Current,7280.62
ACCT01918,3,Current,9919.14
ACCT01919,3,Current,6481.67
ACCT01920,3,Current,3075.85
ACCT01921,3,Current,11192.57
ACCT01922,3,30DPD,3935.09
ACCT01923,3,Current,13909.97
ACCT01924,3,Current,2848.32
ACCT01925,3,Current,6611.06
ACCT01926,3,Current,7398.0
ACCT01927,3,30DPD,10772.2
ACCT01928,3,Current,1949.42
ACCT01929,3,Current,10466.3
ACCT01930,3,Current,6630.67
ACCT01931,3,30DPD,6702.81
ACCT01932,3,Current,6639.0
ACCT01933,3,60DPD,707.68
ACCT01934,3,Current,7294.53
ACCT01935,3,Current,3779.49
ACCT01936,3,Current,5203.44
ACCT01937,3,Current,8802.02
ACCT01938,3,Current,6727.28
ACCT01939,3,Current,1452.34
ACCT01940,3,Current,1024.41
ACCT01941,3,Current,2681.79
ACCT01942,3,Current,2968.43
ACCT01943,3,Current,9225.99
ACCT01944,3,Current,2606.07
ACCT01945,3,Current,11885.38
ACCT01946,3,Current,3096.1
ACCT01947,3,60DPD,1602.68
ACCT01948,3,30DPD,10693.7
ACCT01949,3,Current,4250.03
ACCT01950,3,30DPD,5263.76
ACCT01951,3,Current,12860.0
ACCT01952,3,Current,14115.06
ACCT01953,3,Current,9156.26
ACCT01954,3,Current,998.41
ACCT01955,3,60DPD,7065.41
ACCT01956,3,Current,13059.55
ACCT01957,3,Current,14276.63
ACCT01958,3,Current,1367.65
ACCT01959,3,Current,5739.72
ACCT01960,3,Current,4386.51
ACCT01961,3,Current,1956.94
ACCT01962,3,Current,10056.26
ACCT01963,3,Current,4128.9
ACCT01964,3,Current,4685.14
ACCT01965,3,Current,1335.22
ACCT01966,3,Current,5729.77
ACCT01967,3,Current,2137.81
ACCT01968,3,Current,5771.4
ACCT01969,3,Current,2040.52
ACCT01970,3,30DPD,12368.8
ACCT01971,3,90DPD,2478.94
ACCT01972,3,30DPD,7437.07
ACCT01973,3,60DPD,2525.77
ACCT01974,3,Current,1254.34
ACCT01975,3,Current,2954.97
ACCT01976,3,Current,745.68
ACCT01977,3,90DPD,2091.39
ACCT01978,3,Current,6636.27
ACCT01979,3,Current,9584.6
ACCT01980,3,Current,1140.48
ACCT01981,3,Current,6110.64
ACCT01982,3,Current,8427.34
ACCT01983,3,30DPD,3218.1
ACCT01984,3,Current,5275.26
ACCT01985,3,Current,1161.47
ACCT01986,3,Current,2934.29
ACCT01987,3,Current,6717.8
ACCT01988,3,90DPD,11742.06
ACCT01989,3,Current,13078.24
ACCT01990,3,Current,12260.64
ACCT01991,3,30DPD,5245.2
ACCT01992,3,Current,1352.91
ACCT01993,3,Current,4395.49
ACCT01994,3,Current,3119.29
ACCT01995,3,Current,375.36
ACCT01996,3,Current,1492.21
ACCT01997,3,Current,7415.05
ACCT01998,3,Current,4936.13
ACCT01999,3,Current,2871.88
ACCT00000,4,Current,12378.19
ACCT00001,4,Current,6223.46
ACCT00002,4,Current,10852.08
ACCT00003,4,Current,6765.96
ACCT00004,4,Current,1474.75
ACCT00005,4,90DPD,12032.95
ACCT00006,4,Current,6706.46
ACCT00007,4,Current,1816.35
ACCT00008,4,Current,2446.5
ACCT00009,4,Current,11089.48
ACCT00010,4,30DPD,657.3
ACCT00011,4,60DPD,4557.55
ACCT00012,4,Current,2163.04
ACCT00013,4,Current,6091.38
ACCT00014,4,Current,5865.84
ACCT00015,4,Current,6394.51
ACCT00016,4,Current,4018.88
ACCT00017,4,Current,564.45
ACCT00018,4,30DPD,9938.05
ACCT00019,4,Current,4977.58
ACCT00020,4,Current,9783.91
ACCT00021,4,Current,1796.92
ACCT00022,4,60DPD,352.76
ACCT00023,4,Current,3132.22
ACCT00024,4,Current,6337.09
ACCT00025,4,Current,5083.35
ACCT00026,4,Current,11421.7
ACCT00027,4,Current,5980.3
ACCT00028,4,Current,6585.71
ACCT00029,4,Current,7318.49
ACCT00030,4,Current,441.93
ACCT00031,4,Current,7185.57
ACCT00032,4,Current,4866.6
ACCT00033,4,Current,5203.02
ACCT00034,4,Current,1188.97
ACCT00035,4,Current,12255.48
ACCT00036,4,Current,12280.63
ACCT00037,4,Current,512.54
ACCT00038,4,Current,7192.43
ACCT00039,4,Current,8777.95
ACCT00040,4,Current,3612.39
ACCT00041,4,Current,10780.31
ACCT00042,4,Current,8456.05
ACCT00043,4,30DPD,12021.39
ACCT00044,4,Current,11585.36
ACCT00045,4,Current,804.61
ACCT00046,4,Current,5709.39
ACCT00047,4,Current,8011.34
ACCT00048,4,Current,1923.33
ACCT00049,4,Current,5610.16
ACCT00050,4,Current,12396.78
ACCT00051,4,Current,338.66
ACCT00052,4,Current,5734.73
ACCT00053,4,Current,11842.97
ACCT00054,4,Current,4614.16
ACCT00055,4,30DPD,6457.43
ACCT00056,4,Current,11135.91
ACCT00057,4,30DPD,6870.9
ACCT00058,4,Current,1944.26
ACCT00059,4,Current,839.34
ACCT00060,4,Current,14445.62
ACCT00061,4,Current,2928.79
ACCT00062,4,60DPD,6073.72
ACCT00063,4,Current,1100.71
ACCT00064,4,Current,6792.44
ACCT00065,4,Current,13331.7
ACCT00066,4,Current,6607.17
ACCT00067,4,Current,11194.17
ACCT00068,4,Current,3772.78
ACCT00069,4,Current,7096.46
ACCT00070,4,Current,9798.58
ACCT00071,4,Current,5629.6
ACCT00072,4,Current,3754.1
ACCT00073,4,Current,10488.93
ACCT00074,4,Current,4901.15
ACCT00075,4,30DPD,6939.86
ACCT00076,4,Current,12576.61
ACCT00077,4,Current,2314.41
ACCT00078,4,Current,3739.47
ACCT00079,4,30DPD,489.49
ACCT00080,4,60DPD,4382.72
ACCT00081,4,Current,2997.16
ACCT00082,4,Current,7924.54
ACCT00083,4,Current,2841.47
ACCT00084,4,Current,9501.28
ACCT00085,4,Current,3281.45
ACCT00086,4,30DPD,4047.64
ACCT00087,4,Current,4283.7
ACCT00088,4,Current,9687.51
ACCT00089,4,Current,6226.02
ACCT00090,4,Current,4803.35
ACCT00091,4,Current,9511.51
ACCT00092,4,Current,7104.02
ACCT00093,4,Current,2735.29
ACCT00094,4,Current,13037.74
ACCT00095,4,Current,4990.37
ACCT00096,4,Current,663.96
ACCT00097,4,Current,6570.88
ACCT00098,4,Current,1959.18
ACCT00099,4,Current,2689.92
ACCT00100,4,Current,9685.72
ACCT00101,4,Current,2015.42
ACCT00102,4,Current,10035.56
ACCT00103,4,60DPD,12577.96
ACCT00104,4,Current,7123.04
ACCT00105,4,Current,8799.43
ACCT00106,4,Current,8632.37
ACCT00107,4,Current,11229.25
ACCT00108,4,Current,4655.49
ACCT00109,4,90DPD,2088.12
ACCT00110,4,Current,7069.62
ACCT00111,4,Current,6159.77
ACCT00112,4,Current,2995.63
ACCT00113,4,Current,7768.42
ACCT00114,4,Current,355.46
ACCT00115,4,90DPD,10121.84
ACCT00116,4,Current,3163.86
ACCT00117,4,Current,627.29
ACCT00118,4,Current,1912.8
ACCT00119,4,Current,3636.9
ACCT00120,4,Current,3489.39
ACCT00121,4,30DPD,511.3
ACCT00122,4,Current,3606.06
ACCT00123,4,Current,2355.9
ACCT00124,4,Current,5371.26
ACCT00125,4,30DPD,4054.61
ACCT00126,4,Current,4590.18
ACCT00127,4,Current,4012.84
ACCT00128,4,Current,1508.87
ACCT00129,4,Current,503.45
ACCT00130,4,Current,2637.23
ACCT00131,4,Current,9285.47
ACCT00132,4,60DPD,14389.6
ACCT00133,4,Current,12277.67
ACCT00134,4,Current,6355.31
ACCT00135,4,Current,5853.97
ACCT00136,4,30DPD,4645.8
ACCT00137,4,Current,8020.61
ACCT00138,4,Current,11025.86
ACCT00139,4,Current,10198.49
ACCT00140,4,Current,10481.82
ACCT00141,4,Current,5123.3
ACCT00142,4,90DPD,8544.69
ACCT00143,4,Current,9075.6
ACCT00144,4,90DPD,4385.57
ACCT00145,4,Current,9821.9
ACCT00146,4,Current,1403.43
ACCT00147,4,Current,13171.62
ACCT00148,4,Current,9236.9
ACCT00149,4,Current,1515.84
ACCT00150,4,Current,10746.25
ACCT00151,4,90DPD,573.98
ACCT00152,4,Current,9261.14
ACCT00153,4,Current,8409.57
ACCT00154,4,Current,7545.28
ACCT00155,4,Current,12323.16
ACCT00156,4,Current,1587.37
ACCT00157,4,Current,3373.65
ACCT00158,4,Current,6384.47
ACCT00159,4,Current,722.22
ACCT00160,4,Current,6052.02
ACCT00161,4,Current,3616.37
ACCT00162,4,Current,4949.41
ACCT00163,4,Current,6887.1
ACCT00164,4,Current,11110.35
ACCT00165,4,Current,3887.92
ACCT00166,4,Current,9961.1
ACCT00167,4,Current,5174.99
ACCT00168,4,Current,3451.09
ACCT00169,4,Current,7221.98
ACCT00170,4,Current,4452.58
ACCT00171,4,Current,3301.08
ACCT00172,4,Current,7811.69
ACCT00173,4,60DPD,2278.1
ACCT00174,4,Current,4768.63
ACCT00175,4,Current,6105.01
ACCT00176,4,Current,5700.04
ACCT00177,4,ChargeOff,12393.9
ACCT00178,4,Current,3130.86
ACCT00179,4,Current,11167.37
ACCT00180,4,30DPD,10677.55
ACCT00181,4,Current,13849.54
ACCT00182,4,Current,13230.89
ACCT00183,4,30DPD,1750.36
ACCT00184,4,Current,5418.84
ACCT00185,4,Current,2207.1
ACCT00186,4,Current,10928.69
ACCT00187,4,Current,7911.03
ACCT00188,4,Current,3512.21
ACCT00189,4,Current,14181.67
ACCT00190,4,30DPD,1585.41
ACCT00191,4,Current,6557.37
ACCT00192,4,Current,8902.36
ACCT00193,4,Current,944.72
ACCT00194,4,Current,8418.22
ACCT00195,4,Current,10612.64
ACCT00196,4,Current,1036.8
ACCT00197,4,Current,7010.74
ACCT00198,4,Current,2986.94
ACCT00199,4,Current,7715.77
ACCT00200,4,Current,1815.34
ACCT00201,4,ChargeOff,12012.76
ACCT00202,4,Current,11973.07
ACCT00203,4,Current,2321.36
ACCT00204,4,Current,4557.21
ACCT00205,4,Current,7407.82
ACCT00206,4,Current,9337.31
ACCT00207,4,Current,5595.25
ACCT00208,4,Current,2220.87
ACCT00209,4,Current,1237.55
ACCT00210,4,Current,10828.3
ACCT00211,4,Current,6228.54
ACCT00212,4,30DPD,11534.04
ACCT00213,4,30DPD,5459.41
ACCT00214,4,Current,11763.0
ACCT00215,4,Current,1191.5
ACCT00216,4,Current,1900.81
ACCT00217,4,Current,13825.41
ACCT00218,4,90DPD,13738.55
ACCT00219,4,Current,3486.51
ACCT00220,4,Current,4941.02
ACCT00221,4,Current,7425.59
ACCT00222,4,30DPD,4734.89
ACCT00223,4,90DPD,2433.81
ACCT00224,4,Current,12911.11
ACCT00225,4,Current,3783.15
ACCT00226,4,Current,10154.61
ACCT00227,4,Current,1200.09
ACCT00228,4,Current,520.71
ACCT00229,4,Current,7658.57
ACCT00230,4,Current,4401.29
ACCT00231,4,Current,8755.88
ACCT00232,4,ChargeOff,1408.46
ACCT00233,4,Current,12269.37
ACCT00234,4,ChargeOff,10068.76
ACCT00235,4,Current,13421.02
ACCT00236,4,Current,1934.93
ACCT00237,4,Current,4378.98
ACCT00238,4,Current,5170.91
ACCT00239,4,Current,8324.39
ACCT00240,4,Current,3419.22
ACCT00241,4,Current,1012.22
ACCT00242,4,Current,4711.23
ACCT00243,4,Current,3423.28
ACCT00244,4,Current,5460.95
ACCT00245,4,Current,2716.44
ACCT00246,4,60DPD,3635.28
ACCT00247,4,Current,8737.98
ACCT00248,4,Current,5442.81
ACCT00249,4,Current,5793.21
ACCT00250,4,30DPD,6627.64
ACCT00251,4,30DPD,11456.14
ACCT00252,4,Current,4615.17
ACCT00253,4,Current,7195.92
ACCT00254,4,Current,12913.44
ACCT00255,4,Current,6422.33
ACCT00256,4,Current,12451.81
ACCT00257,4,Current,11039.56
ACCT00258,4,Current,818.01
ACCT00259,4,Current,4893.71
ACCT00260,4,30DPD,9208.82
ACCT00261,4,Current,12990.31
ACCT00262,4,Current,6930.92
ACCT00263,4,Current,1609.81
ACCT00264,4,ChargeOff,6809.74
ACCT00265,4,Current,1734.65
ACCT00266,4,Current,9517.28
ACCT00267,4,Current,6280.25
ACCT00268,4,Current,9689.82
ACCT00269,4,Current,9965.99
ACCT00270,4,Current,7150.81
ACCT00271,4,Current,9815.57
ACCT00272,4,Current,9389.34
ACCT00273,4,Current,12071.89
ACCT00274,4,Current,10859.9
ACCT00275,4,Current,525.44
ACCT00276,4,60DPD,6697.3
ACCT00277,4,Current,2768.59
ACCT00278,4,Current,11127.21
ACCT00279,4,Current,7281.44
ACCT00280,4,Current,6012.68
ACCT00281,4,Current,2339.65
ACCT00282,4,Current,4498.18
ACCT00283,4,30DPD,10034.93
ACCT00284,4,Current,2968.04
ACCT00285,4,Current,1299.22
ACCT00286,4,Current,11523.64
ACCT00287,4,Current,9598.39
ACCT00288,4,60DPD,2494.9
ACCT00289,4,Current,3428.71
ACCT00290,4,Current,13310.16
ACCT00291,4,30DPD,10343.56
ACCT00292,4,90DPD,8431.7
ACCT00293,4,Current,4034.6
ACCT00294,4,Current,3811.26
ACCT00295,4,60DPD,730.42
ACCT00296,4,90DPD,9477.06
ACCT00297,4,Current,701.88
ACCT00298,4,90DPD,228.68
ACCT00299,4,Current,8179.57
ACCT00300,4,Current,14071.17
ACCT00301,4,Current,11131.33
ACCT00302,4,Current,6700.24
ACCT00303,4,Current,6650.27
ACCT00304,4,Current,5431.98
ACCT00305,4,90DPD,4644.82
ACCT00306,4,Current,7146.39
ACCT00307,4,Current,4383.63
ACCT00308,4,Current,6829.47
ACCT00309,4,Current,11784.59
ACCT00310,4,Current,12044.31
ACCT00311,4,Current,1416.65
ACCT00312,4,Current,4323.79
ACCT00313,4,Current,2729.28
ACCT00314,4,Current,4412.44
ACCT00315,4,Current,3958.84
ACCT00316,4,Current,2207.77
ACCT00317,4,Current,9853.35
ACCT00318,4,Current,6013.54
ACCT00319,4,90DPD,10824.36
ACCT00320,4,Current,525.6
ACCT00321,4,60DPD,1030.37
ACCT00322,4,Current,4543.81
ACCT00323,4,90DPD,1166.45
ACCT00324,4,Current,3014.94
ACCT00325,4,Current,15310.32
ACCT00326,4,Current,2236.86
ACCT00327,4,Current,2594.32
ACCT00328,4,30DPD,7447.09
ACCT00329,4,Current,7824.39
ACCT00330,4,Current,6944.23
ACCT00331,4,Current,4644.77
ACCT00332,4,Current,11437.57
ACCT00333,4,Current,2004.6
ACCT00334,4,Current,5650.83
ACCT00335,4,Current,7810.0
ACCT00336,4,Current,8927.0
ACCT00337,4,Current,4741.46
ACCT00338,4,Current,7213.97
ACCT00339,4,Current,983.49
ACCT00340,4,60DPD,2247.79
ACCT00341,4,Current,1120.04
ACCT00342,4,30DPD,10619.6
ACCT00343,4,Current,3541.47
ACCT00344,4,Current,10520.97
ACCT00345,4,60DPD,1029.63
ACCT00346,4,Current,11869.36
ACCT00347,4,Current,10691.45
ACCT00348,4,Current,1384.19
ACCT00349,4,Current,423.62
ACCT00350,4,Current,1121.68
ACCT00351,4,Current,10288.55
ACCT00352,4,Current,2866.48
ACCT00353,4,Current,7317.25
ACCT00354,4,Current,4992.4
ACCT00355,4,Current,12227.16
ACCT00356,4,Current,6119.52
ACCT00357,4,Current,6669.2
ACCT00358,4,Current,13671.43
ACCT00359,4,Current,2012.38
ACCT00360,4,30DPD,11066.61
ACCT00361,4,Current,771.63
ACCT00362,4,Current,6366.65
ACCT00363,4,Current,10928.82
ACCT00364,4,Current,8844.73
ACCT00365,4,Current,7295.21
ACCT00366,4,Current,3905.9
ACCT00367,4,Current,5312.62
ACCT00368,4,Current,4583.42
ACCT00369,4,Current,6293.83
ACCT00370,4,Current,5506.61
ACCT00371,4,Current,4525.48
ACCT00372,4,Current,3559.3
ACCT00373,4,30DPD,2815.14
ACCT00374,4,30DPD,5215.93
ACCT00375,4,Current,2146.35
ACCT00376,4,Current,9662.54
ACCT00377,4,Current,8293.39
ACCT00378,4,Current,2000.18
ACCT00379,4,Current,9447.45
ACCT00380,4,Current,11714.05
ACCT00381,4,60DPD,3240.83
ACCT00382,4,Current,2341.91
ACCT00383,4,Current,271.45
ACCT00384,4,30DPD,656.02
ACCT00385,4,ChargeOff,11481.32
ACCT00386,4,Current,11380.88
ACCT00387,4,Current,733.72
ACCT00388,4,Current,7860.54
ACCT00389,4,Current,974.45
ACCT00390,4,Current,8953.37
ACCT00391,4,Current,11328.09
ACCT00392,4,Current,4904.85
ACCT00393,4,90DPD,379.98
ACCT00394,4,Current,8269.77
ACCT00395,4,Current,13545.98
ACCT00396,4,Current,3222.55
ACCT00397,4,Current,2519.1
ACCT00398,4,Current,1463.35
ACCT00399,4,Current,6952.15
ACCT00400,4,Current,7722.15
ACCT00401,4,Current,9205.46
ACCT00402,4,Current,9534.65
ACCT00403,4,Current,12997.91
ACCT00404,4,ChargeOff,12125.44
ACCT00405,4,Current,2736.73
ACCT00406,4,Current,8274.92
ACCT00407,4,Current,3774.39
ACCT00408,4,Current,4389.6
ACCT00409,4,ChargeOff,13992.78
ACCT00410,4,Current,9100.75
ACCT00411,4,Current,11126.78
ACCT00412,4,60DPD,5222.56
ACCT00413,4,30DPD,6609.16
ACCT00414,4,30DPD,6218.72
ACCT00415,4,Current,1735.54
ACCT00416,4,Current,3476.49
ACCT00417,4,Current,7415.54
ACCT00418,4,Current,1180.52
ACCT00419,4,Current,12827.44
ACCT00420,4,Current,1666.26
ACCT00421,4,Current,2411.21
ACCT00422,4,Current,9962.46
ACCT00423,4,Current,1316.87
ACCT00424,4,Current,11491.49
ACCT00425,4,Current,11162.88
ACCT00426,4,Current,1198.45
ACCT00427,4,Current,10209.14
ACCT00428,4,Current,6645.49
ACCT00429,4,Current,11612.85
ACCT00430,4,Current,12014.41
ACCT00431,4,Current,9024.38
ACCT00432,4,Current,8583.88
ACCT00433,4,Current,4693.46
ACCT00434,4,Current,9026.93
ACCT00435,4,Current,11666.03
ACCT00436,4,Current,8076.44
ACCT00437,4,Current,8428.26
ACCT00438,4,Current,5542.33
ACCT00439,4,Current,10965.43
ACCT00440,4,Current,14312.8
ACCT00441,4,Current,1977.73
ACCT00442,4,Current,2669.89
ACCT00443,4,Current,7464.19
ACCT00444,4,Current,6950.8
ACCT00445,4,Current,9278.59
ACCT00446,4,ChargeOff,855.84
ACCT00447,4,Current,4776.45
ACCT00448,4,Current,6319.34
ACCT00449,4,Current,9028.67
ACCT00450,4,30DPD,7649.29
ACCT00451,4,Current,9980.43
ACCT00452,4,Current,7702.59
ACCT00453,4,Current,10651.01
ACCT00454,4,30DPD,8646.28
ACCT00455,4,Current,6678.06
ACCT00456,4,ChargeOff,9171.71
ACCT00457,4,Current,1092.72
ACCT00458,4,Current,3300.01
ACCT00459,4,Current,7695.98
ACCT00460,4,Current,11584.64
ACCT00461,4,Current,9746.54
ACCT00462,4,Current,1198.85
ACCT00463,4,Current,6970.7
ACCT00464,4,Current,2931.88
ACCT00465,4,Current,9440.89
ACCT00466,4,30DPD,11989.78
ACCT00467,4,Current,9324.24
ACCT00468,4,Current,7420.75
ACCT00469,4,Current,4272.38
ACCT00470,4,Current,4925.7
ACCT00471,4,Current,11169.29
ACCT00472,4,30DPD,9861.42
ACCT00473,4,Current,8240.45
ACCT00474,4,Current,4315.59
ACCT00475,4,Current,866.15
ACCT00476,4,Current,2021.87
ACCT00477,4,Current,2395.29
ACCT00478,4,Current,4680.95
ACCT00479,4,Current,10970.35
ACCT00480,4,Current,7067.99
ACCT00481,4,Current,3255.03
ACCT00482,4,Current,1132.79
ACCT00483,4,Current,4268.29
ACCT00484,4,Current,11117.3
ACCT00485,4,Current,4925.78
ACCT00486,4,Current,8432.25
ACCT00487,4,Current,9455.13
ACCT00488,4,60DPD,1758.32
ACCT00489,4,60DPD,7271.79
ACCT00490,4,Current,13088.81
ACCT00491,4,Current,5419.71
ACCT00492,4,Current,770.17
ACCT00493,4,Current,12418.81
ACCT00494,4,Current,9416.46
ACCT00495,4,Current,7334.41
ACCT00496,4,Current,7070.42
ACCT00497,4,Current,2618.33
ACCT00498,4,60DPD,10150.94
ACCT00499,4,Current,7254.05
ACCT00500,4,Current,481.07
ACCT00501,4,Current,8116.03
ACCT00502,4,Current,11475.23
ACCT00503,4,Current,10178.87
ACCT00504,4,Current,3341.17
ACCT00505,4,Current,930.61
ACCT00506,4,Current,13752.23
ACCT00507,4,Current,11352.08
ACCT00508,4,Current,6808.04
ACCT00509,4,Current,7221.96
ACCT00510,4,Current,5762.65
ACCT00511,4,Current,5714.21
ACCT00512,4,Current,1879.3
ACCT00513,4,Current,1701.43
ACCT00514,4,Current,2951.35
ACCT00515,4,Current,10122.91
ACCT00516,4,Current,2309.76
ACCT00517,4,Current,2583.06
ACCT00518,4,Current,6373.08
ACCT00519,4,Current,3025.72
ACCT00520,4,Current,2537.53
ACCT00521,4,Current,8334.71
ACCT00522,4,Current,4317.3
ACCT00523,4,Current,7609.25
ACCT00524,4,Current,9717.33
ACCT00525,4,Current,2251.74
ACCT00526,4,Current,10003.68
ACCT00527,4,ChargeOff,13556.85
ACCT00528,4,Current,10639.4
ACCT00529,4,30DPD,8467.99
ACCT00530,4,Current,7014.48
ACCT00531,4,Current,8680.96
ACCT00532,4,Current,8739.87
ACCT00533,4,Current,377.93
ACCT00534,4,Current,10425.88
ACCT00535,4,Current,8147.78
ACCT00536,4,Current,9491.6
ACCT00537,4,Current,4919.01
ACCT00538,4,Current,351.73
ACCT00539,4,Current,6609.82
ACCT00540,4,ChargeOff,7706.41
ACCT00541,4,Current,5683.32
ACCT00542,4,Current,3963.42
ACCT00543,4,ChargeOff,3897.43
ACCT00544,4,Current,6675.44
ACCT00545,4,Current,3956.09
ACCT00546,4,Current,11648.9
ACCT00547,4,60DPD,2293.0
ACCT00548,4,Current,4286.83
ACCT00549,4,Current,4346.64
ACCT00550,4,Current,7604.6
ACCT00551,4,30DPD,7154.98
ACCT00552,4,Current,9003.38
ACCT00553,4,90DPD,14629.09
ACCT00554,4,30DPD,3652.65
ACCT00555,4,Current,8739.4
ACCT00556,4,Current,488.63
ACCT00557,4,Current,3035.42
ACCT00558,4,Current,6166.8
ACCT00559,4,Current,550.72
ACCT00560,4,Current,7323.05
ACCT00561,4,Current,9888.86
ACCT00562,4,Current,9524.61
ACCT00563,4,Current,6332.49
ACCT00564,4,Current,6501.49
ACCT00565,4,Current,5005.0
ACCT00566,4,Current,687.36
ACCT00567,4,Current,1468.79
ACCT00568,4,30DPD,9352.52
ACCT00569,4,Current,11754.04
ACCT00570,4,30DPD,400.24
ACCT00571,4,Current,7240.37
ACCT00572,4,30DPD,8763.24
